brand,model,announced,display_resolution,OS,internal_memory,RAM,battery,approx_price_EUR
Yota,YotaPhone,2012  December,4.3 inches (~56.9% screen-to-body ratio),Android,32.0,2.0,Non-removable Li-Ion 1800 mAh battery,420.0
Asus,Memo Pad 7 ME572CL,2014  September,7.0 inches (~62.1% screen-to-body ratio),Android,32.0,2.0,Non-removable Li-Ion 15Wh,240.0
Dell,Venue 8 7000,2014  October,8.4 inches (~76.3% screen-to-body ratio),Android,32.0,2.0,Non-removable battery (21 Wh),250.0
LG,G Pad III 10.1 FHD,2016  December,10.1 inches (~68.8% screen-to-body ratio),Android,32.0,2.0,Non-removable 6000 mAh battery,340.0
Meizu,M2 Note,2015  June,5.5 inches (~72.8% screen-to-body ratio),Android,32.0,2.0,Non-removable 3100 mAh battery,200.0
Meizu,MX4,2014  September,5.36 inches (~75.5% screen-to-body ratio),Android,32.0,2.0,Non-removable 3100 mAh battery,340.0
LG,Stylo 3 Plus,2017  May,5.7 inches (~72.1% screen-to-body ratio),Android,32.0,2.0,Li-Ion 3080 mAh battery,260.0
QMobile,Noir Z4,2013  October,5.0 inches (~69.4% screen-to-body ratio),Android,32.0,2.0,Li-Ion 2000 mAh battery,200.0
Philips,W8555,2013  November,5.0 inches,Android,16.0,2.0,Removable Li-Po 3300 mAh battery,340.0
Xiaomi,Redmi Note Prime,2015  December,5.5 inches (~68.8% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 3100 mAh battery,140.0
Xiaomi,Redmi Note 2,2015  August,5.5 inches (~71.5% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 3060 mAh battery,160.0
ZTE,Warp 7,2016  August,5.5 inches (~71.2% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 3000 mAh battery,110.0
Asus,Zenfone 2 Laser ZE600KL,2015  October,6.0 inches (~71.8% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 3000 mAh battery,360.0
Asus,Zenfone 2 Laser ZE601KL,2015  August,6.0 inches (~71.8% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 3000 mAh battery,300.0
Asus,Zenfone 2 Laser ZE550KL,2015  August,5.5 inches (~70.8% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 3000 mAh battery,220.0
Lenovo,A7000 Plus,2015  September,5.5 inches (~71.7% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 2900 mAh battery,190.0
Oppo,Find 7a,2014  March,5.5 inches (~72.9% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 2800 mAh battery,370.0
Lenovo,Lemon 3,2016  January,5.0 inches (~68.4% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 2750 mAh battery,110.0
Micromax,Canvas Amaze 2 E457,2016  July,5.0 inches,Android,16.0,2.0,Removable Li-Po 2500 mAh battery,100.0
Asus,Zenfone Go T500,2016  April,5.0 inches (~64.7% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 2500 mAh battery,110.0
Lava,Pixel V2,2015  September,5.0 inches (~68.7% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 2500 mAh battery,120.0
YU,Yureka Plus,2015  July,5.5 inches (~69.1% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 2500 mAh battery,130.0
YU,Yureka,2015  January,5.5 inches (~69.1% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 2500 mAh battery,130.0
Lenovo,A6600 Plus,2016  September,5.0 inches (~68.8% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 2300 mAh battery,130.0
Lenovo,A6010 Plus,2015  September,5.0 inches (~69.8% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 2300 mAh battery,160.0
Lenovo,A6000 Plus,2015  April,5.0 inches (~69.8% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 2300 mAh battery,110.0
Xiaomi,Redmi 2 Prime,2015  August,4.7 inches (~67.8% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 2200 mAh battery,120.0
Allview,E4,2015  September,5.0 inches (~69.8% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 2100 mAh battery,240.0
XOLO,Play 8X-1100,2014  August,5.0 inches (~68.8% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 2100 mAh battery,190.0
Asus,Live G500TG,2016  January,5.0 inches (~67.2% screen-to-body ratio),Android,16.0,2.0,Removable Li-Po 2070 mAh battery,230.0
Allview,P8 Energy mini,2016  January,5.0 inches (~66.8% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 4000 mAh battery,170.0
XOLO,Q3000,2013  December,5.7 inches (~66.6% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 4000 mAh battery,250.0
Lenovo,C2 Power,2016  September,5.0 inches,Android,16.0,2.0,Removable Li-Ion 3500 mAh battery,170.0
Motorola,Moto E3 Power,2016  September,5.0 inches (~66.9% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3500 mAh battery,130.0
alcatel,Flash Plus,2015  May,5.5 inches (~71.7% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3500 mAh battery,130.0
Motorola,DROID Maxx,2013  July,5.0 inches (~70.4% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3500 mAh battery,220.0
Samsung,Galaxy J7 (2016),2016  March,5.5 inches (~72.3% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3300 mAh battery,230.0
BLU,Studio 6.0 LTE,2014  December,6.0 inches (~74.6% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3200 mAh battery,210.0
Samsung,Galaxy J5 (2016),2016  March,5.2 inches (~70.7% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3100 mAh battery,190.0
Samsung,Galaxy Note 3 Neo Duos,2014  January,5.5 inches (~72.6% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3100 mAh battery,410.0
Samsung,Galaxy Note 3 Neo,2014  January,5.5 inches (~72.6% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3100 mAh battery,320.0
Samsung,Galaxy Note II CDMA,2012  Q3,5.5 inches (~68.6% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3100 mAh battery,350.0
ZTE,Grand X 3,2016  January,5.5 inches (~71.2% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3080 mAh battery,120.0
Asus,Zenfone Go ZB551KL,2016  April,5.5 inches (~71.8% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3010 mAh battery,150.0
Samsung,Galaxy On7 Pro,2016  July,5.5 inches (~70.3% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3000 mAh battery,180.0
LG,Stylo 2,2016  April,5.7 inches (~72.7% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3000 mAh battery,150.0
ZTE,Zmax 2,2015  September,5.5 inches (~71.3% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3000 mAh battery,130.0
LG,G Vista 2,2015  October,5.7 inches (~72.7% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3000 mAh battery,190.0
Lenovo,K3 Note,2015  March,5.5 inches (~71.7% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3000 mAh battery,150.0
Vodafone,Smart ultra 6,2015  June,5.5 inches (~70.3% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3000 mAh battery,170.0
LG,G3,2014  May,5.5 inches (~75.3% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 3000 mAh battery,300.0
alcatel,Pop 4S,2016  February,5.5 inches (~71.3% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2960 mAh battery,150.0
LG,Stylus 2 Plus,2016  May,5.7 inches (~72.6% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2900 or 3000 mAh battery,250.0
Lenovo,A7000 Turbo,2016  January,5.5 inches (~71.7% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2900 mAh battery,180.0
QMobile,Noir Z8 Plus,2015  May,5.5 inches (~80.7% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2820 mAh battery,180.0
Samsung,Galaxy Xcover 4,2017  March,5.0 inches (~64.3% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2800 mAh battery,240.0
Motorola,Moto E4 (USA),2017  June,5.0 inches (~66.2% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2800 mAh battery,130.0
Motorola,Moto E4,2017  June,5.0 inches (~65.9% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2800 mAh battery,150.0
LG,X5,2016  July,5.5 inches (~71.5% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2800 mAh battery,160.0
LG,K10 (2017),2016  December,5.3 inches (~69.2% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2800 mAh battery,210.0
Samsung,Galaxy S5 Neo,2015  August,5.1 inches (~69.6% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2800 mAh battery,350.0
Samsung,Galaxy S5 Active,2014  May,5.1 inches (~67.2% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2800 mAh battery,530.0
Samsung,Galaxy S5 Duos,2014  June,5.1 inches (~69.6% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2800 mAh battery,420.0
Samsung,Galaxy S5 Sport,2014  June,5.1 inches (~67.3% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2800 mAh battery,500.0
Samsung,Galaxy S5 (USA),2014  February,5.1 inches (~69.7% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2800 mAh battery,480.0
Lenovo,Vibe K5 Plus,2016  February,5.0 inches (~68.4% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2750 mAh battery,140.0
Lenovo,Vibe K5,2016  February,5.0 inches (~68.4% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2750 mAh battery,120.0
LG,K20 plus,2016  December,5.3 inches (~69.3% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2700 mAh battery,160.0
Acer,Liquid X1,2014  June,5.7 inches (~72.7% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2700 mAh battery,260.0
Asus,Zenfone Go ZB500KL,2016  October,5.0 inches (~67.6% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2600 mAh battery,130.0
Samsung,Galaxy J3 Pro,2016  June,5.0 inches (~68.0% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2600 mAh battery,150.0
Samsung,Galaxy On5 Pro,2016  July,5.0 inches (~67.2% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2600 mAh battery,150.0
Samsung,Galaxy J2 Pro (2016),2016  July,5.0 inches (~68.1% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2600 mAh battery,160.0
HTC,One E9s dual sim,2015  October,5.5 inches (~66.3% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2600 mAh battery,310.0
Samsung,ATIV SE,2014  April,5.0 inches (~71.6% screen-to-body ratio),Windows Phone,16.0,2.0,Removable Li-Ion 2600 mAh battery,440.0
Samsung,Galaxy S4 CDMA,2013  May,5.0 inches (~72.4% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2600 mAh battery,440.0
Samsung,I9295 Galaxy S4 Active,2013  June,5.0 inches (~69.2% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2600 mAh battery,310.0
Pantech,Vega R3 IM-A850L,2012  October,5.3 inches (~72.0% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2600 mAh battery,550.0
Micromax,Canvas Nitro 3 E352,2015  November,5.0 inches (~66.3% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2500 mAh battery,120.0
Lenovo,Golden Warrior A8,2014  July,5.0 inches (~69.3% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2500 mAh battery,150.0
Allview,V1 Viper S,2014  February,5.0 inches (~66.7% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2500 mAh battery,310.0
ZTE,Grand S II,2014  December,5.5 inches (~69.0% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2500 mAh battery,180.0
ZTE,Grand X2,2015  August,5.0 inches (~65.3% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2480 mAh battery,130.0
Samsung,Galaxy J3 (2017),2017  June,5.0 inches (~68.5% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2400 mAh battery,220.0
Gionee,F103,2015  September,5.0 inches (~68.6% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2400 mAh battery,130.0
QMobile,Noir Z8,2015  March,5.0 inches (~66.7% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2400 mAh battery,170.0
LG,Optimus GJ E975W,2013  May,4.7 inches (~64.6% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2280 mAh battery,270.0
YU,Yuphoria,2015  May,5.0 inches (~66.3% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2230 mAh battery,90.0
HTC,Desire 630,2016  February,5.0 inches (~66.2% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2200 mAh battery,190.0
LG,Optimus LTE2,2012  May,4.7 inches (~65.0% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2150 mAh battery,210.0
BlackBerry,Q10,2013  January,3.1 inches (~38.8% screen-to-body ratio),BlackBerry,16.0,2.0,Removable Li-Ion 2100 mAh battery,170.0
Samsung,I9305 Galaxy S III,2012  September,4.8 inches (~65.9% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2100 mAh battery,320.0
Samsung,Galaxy S III I747,2012  June,4.8 inches (~65.9% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2100 mAh battery,300.0
Samsung,Galaxy S III T999,2012  June,4.8 inches (~65.9% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2100 mAh battery,310.0
Panasonic,Eluga I2 (2016),2016  May,5.0 inches (~67.1% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2000 mAh battery,130.0
Karbonn,Titanium Octane Plus,2014  March,5.0 inches (~64.4% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2000 mAh battery,220.0
ZTE,nubia Z5S mini NX403A,2013  November,4.7 inches (~68.7% screen-to-body ratio),Android,16.0,2.0,Removable Li-Ion 2000 mAh battery,230.0
BlackBerry,Z10,2013  January,4.2 inches (~58.9% screen-to-body ratio),BlackBerry,16.0,2.0,Removable Li-Ion 1800 mAh battery,230.0
Asus,Zenpad 7.0 Z370CG,2015  August,7.0 inches (~67.8% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po battery (13 Wh),160.0
Samsung,Google Nexus 10 P8110,2012  October,10.1 inches (~63.1% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 9000 mAh battery,260.0
Prestigio,MultiPad 4 Quantum 9.7 Colombia,2014  Q1,9.7 inches (~65.2% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 8000 mAh battery,200.0
BQ, Aquaris M10,2015,10.1 inches (~70.3% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 7280 mAh battery,230.0
HTC,Nexus 9,2014  October,8.9 inches (~73.5% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 6700 mAh battery,300.0
Huawei,MediaPad M2 10.0,2016  January,10.1 inches (~71.4% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 6660 mAh battery,310.0
Allview,P8 Energy,2015  September,5.5 inches (~72.2% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 6000 mAh battery,300.0
Sony,Xperia Tablet Z LTE,2013  February,10.1 inches (~64.7% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 6000 mAh battery,350.0
Vodafone,Tab Prime 7,2016  August,10.1 inches (~73.2% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 5830 mAh battery,190.0
HP,Slate7 VoiceTab Ultra,2014,7.0 inches (~74.5% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 5000 mAh battery (19 Wh),400.0
Huawei,MediaPad X2,2015  March,7.0 inches (~74.5% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 5000 mAh battery,370.0
Huawei,MediaPad X1,2014  February,7.0 inches (~74.5% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 5000 mAh battery,350.0
Huawei,MediaPad M2 8.0,2015  May,8.0 inches (~69.7% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4800 mAh battery,250.0
LG,G Pad 8.3 LTE,2014  March,8.3 inches (~72.8% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4600 mAh battery,220.0
LG,G Pad 8.3,2013  September,8.3 inches (~72.8% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4600 mAh battery,300.0
Huawei,MediaPad T2 7.0 Pro,2016  August,7.0 inches (~68.1% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4360 mAh battery,230.0
Asus,Zenfone 3 Max ZC520TL,2016  July,5.2 inches (~67.7% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4130 mAh battery,230.0
Xiaomi,Redmi 4 (4X),2017  May,5.0 inches (~70.7% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4100 mAh battery,110.0
Xiaomi,Redmi 4 (China),2016  November,5.0 inches (~69.1% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4100 mAh battery,130.0
Xiaomi,Redmi Note 4 (MediaTek),2016  August,5.5 inches (~72.7% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4100 mAh battery,170.0
Huawei,Ascend Mate7,2014  September,6.0 inches (~77.6% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4100 mAh battery,340.0
Xiaomi,Redmi Note 3,2016  January,5.5 inches (~72.4% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4050 mAh battery,160.0
Lenovo,K6 Power,2016  September,5.0 inches (~69.1% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4000 mAh battery,170.0
Gionee,Marathon M5 mini,2016  January,5.0 inches (~67.6% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4000 mAh battery,120.0
Huawei,Honor Holly 2 Plus,2016  January,5.0 inches (~66.2% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4000 mAh battery,140.0
Lenovo,Vibe P1m,2015  September,5.0 inches (~68.1% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4000 mAh battery,110.0
Huawei,Y6 Pro,2015  October,5.0 inches (~67.1% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4000 mAh battery,190.0
Xiaomi,Redmi Note 3 (MediaTek),2015  November,5.5 inches (~72.4% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4000 mAh battery,180.0
Lenovo,P70,2015  January,5.0 inches (~67.6% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4000 mAh battery,240.0
Lenovo,S860,2014  February,5.3 inches (~67.3% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 4000 mAh battery,250.0
Lenovo,Vibe X3 c78,2015  November,5.5 inches (~71.0% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 3300 mAh battery,320.0
Acer,Liquid S2,2013  August,6.0 inches (~69.0% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 3300 mAh battery,340.0
BQ,Aquaris X5 Plus,2016  July,5.0 inches (~67.9% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 3200 mAh battery,300.0
XOLO,Black,2015  July,5.5 inches (~69.3% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 3200 mAh battery,180.0
HTC,Butterfly S,2013  June,5.0 inches (~67.7% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 3200 mAh battery,300.0
BQ,Aquaris U Lite,2016  September,5.0 inches (~66.5% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 3080 mAh battery,160.0
BQ,Aquaris U,2016  September,5.0 inches (~66.5% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 3080 mAh battery,190.0
BQ,Aquaris U Plus,2016  September,5.0 inches (~66.7% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 3050 mAh battery,220.0
Coolpad,Mega 3,2016  December,5.5 inches (~71.3% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 3050 mAh battery,110.0
Huawei,Enjoy 6s,2016  December,5.0 inches (~68.7% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 3020 mAh battery,250.0
Asus,Zenfone 2 ZE550ML,2015  March,5.5 inches (~70.8% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 3000 mAh battery,250.0
LG,G Flex2,2015  January,5.5 inches (~73.5% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 3000 mAh battery,270.0
Huawei,Ascend G7,2014  September,5.5 inches (~70.3% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 3000 mAh battery,260.0
Lenovo,Vibe Z K910,2013  November,5.5 inches (~72.6% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 3000 mAh battery,480.0
BQ,Aquaris X5,2015,5.0 inches (~67.7% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2900 mAh battery,230.0
HTC,One M9 Prime Camera,2016  May,5.0 inches (~68.4% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2840 mAh battery,390.0
HTC,One M9s,2015  November,5.0 inches (~68.4% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2840 mAh battery,270.0
HTC,Desire 728 dual sim,2015  September,5.5 inches (~67.9% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2800 mAh battery,240.0
HTC,One E9,2015  May,5.5 inches (~69.7% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2800 mAh battery,320.0
Lenovo,Vibe S1 Lite,2016  January,5.0 inches (~66.9% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2700 mAh battery,210.0
LG,Nexus 5X,2015  September,5.2 inches (~70.2% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2700 mAh battery,270.0
Archos,50 Diamond,2014  October,5.0 inches (~67.4% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2700 mAh battery,200.0
HTC,Desire 820s dual sim,2015  March,5.5 inches (~67.2% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2600 mAh battery,370.0
HTC,Desire 826 dual sim,2015  January,5.5 inches (~68.1% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2600 mAh battery,200.0
HTC,Desire 820 dual sim,2014  September,5.5 inches (~67.2% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2600 mAh battery,320.0
HTC,Desire 820,2014  September,5.5 inches (~67.2% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2600 mAh battery,340.0
HTC,One (M8 Eye),2014  October,5.0 inches (~66.7% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2600 mAh battery,260.0
HTC,One (M8) dual sim,2014  June,5.0 inches (~66.7% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2600 mAh battery,300.0
HTC,One (E8),2014  June,5.0 inches (~66.6% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2600 mAh battery,420.0
Asus,Zenfone 2 ZE500CL,2015  March,5.0 inches (~65.1% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2500 mAh battery,180.0
Huawei,Ascend P7,2014  May,5.0 inches (~71.7% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2500 mAh battery,250.0
QMobile,Noir Z5,2014  July,5.5 inches (~73.8% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2500 mAh battery,310.0
Gionee,Elife E7,2013,5.5 inches (~73.8% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2500 mAh battery,340.0
Oppo,Mirror 5,2015  July,5.0 inches (~67.5% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2420 mAh battery,220.0
Oppo,R1x,2015  January,5.0 inches (~69.9% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2420 mAh battery,340.0
Oppo,A33,2015  November,5.0 inches (~67.4% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2400 mAh battery,240.0
HTC,Desire Eye,2014  October,5.2 inches (~66.6% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2400 mAh battery,380.0
ZTE,Star 2,2014  December,5.0 inches (~71.0% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2400 mAh battery,330.0
Allview,X2 Soul Style,2015  November,5.0 inches (~68.0% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2350 mAh battery,180.0
Oppo,R7 lite,2015  September,5.0 inches (~67.9% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2320 mAh battery,250.0
LG,X screen,2016  February,4.93 inches (~65.4% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2300 mAh battery,180.0
BLU,Vivo IV,2014  May,5.0 inches (~67.7% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2300 mAh battery,260.0
Asus,PadFone X,2014  March,5.0 inches (~66.3% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2300 mAh battery,320.0
Asus,PadFone S,2014  March,5.0 inches (~66.3% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2300 mAh battery,250.0
vivo,X5Max,2014  December,5.5 inches (~69.5% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2300 mAh battery,470.0
ZTE,Star 1,2014  April,5.0 inches (~71.9% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2300 mAh battery,200.0
LG,Nexus 5,2013  October,4.95 inches (~70.8% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2300 mAh battery,260.0
Allview,X1 Xtreme Mini,2014  November,4.7 inches (~67.3% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2200 mAh battery,300.0
alcatel,X1,2015  December,5.0 inches (~68.7% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2150 mAh battery,250.0
LG,Optimus G E970,2012  September,4.7 inches (~67.1% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2100 mAh battery,250.0
HTC,Butterfly,2012  December,5.0 inches (~68.4% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2020 mAh battery,330.0
Micromax,Canvas Sliver 5 Q450,2015  June,4.8 inches,Android,16.0,2.0,Non-removable Li-Po 2000 mAh battery,250.0
QMobile,Noir Z9,2015  July,4.8 inches (~66.2% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2000 mAh battery,230.0
Oppo,R5,2014  October,5.2 inches (~67.5% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2000 mAh battery,400.0
Huawei,Ascend P6 S,2014  January,4.7 inches (~70.1% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Po 2000 mAh battery,300.0
Nvidia,Shield,2014  July,8.0 inches (~66.6% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Ion battery (19.75 Wh),230.0
LG,G Pad X 8.0,2016  June,8.0 inches (~72.2% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Ion battery,220.0
Acer,Liquid E3 Duo Plus,2014  Q3,4.7 inches (~64.0% screen-to-body ratio),Android,16.0,2.0,Non-removable Li-Ion battery,240.0
